candidate_id,epsilon,embedding_precision,block_size,source_row_or_combination,combination_coefficients,recovered_p,recovered_q,recovery_valid,raw_bkz_pmf_valid,pmf_is_fixed_q_normalized,normalization_preserved_q,linf_norm_lower,linf_norm_upper,l2_norm,input_basis_hash,output_basis_hash,run_id,sd_lower,sd_upper,renyi_lower,renyi_upper,log2_renyi_minus_one_lower,log2_renyi_minus_one_upper,feasible,rejection_reason
76,0.00390625000000000000000000000000,128,15,comb:-2*row0;-1*row6;-1*row2,comb:-2*row0;-1*row6;-1*row2,2449064345248828665053364197450722339432248929 2106106543399996660780569676225581730504650171 1339432284912405431519260712353828425835139315 629972325611313262160751068227372218697072286 219120224321412546864831773597289582585940497 56364250932005572622790357239196069873683953 10722234447448120835327640701831019459276607 1508436879929830476326675024295592467673872 156938417261325252321338601824694803705344 12075126199337884960414359542926229091004 687091177065991059369120465735979202006 28913279120972687843989633567414718018 899788854411691069656045341549080930 20708285951845650555780863327678089 352458493736249255763881069309800 4436414253817788381607844631398 41296808192804651277101687122 284289725854061852490360202 1447325208290319332000618,6812460376222111017268323098014559045997150161,true,false,false,true,,,1.5146663502696938e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
77,0.00390625000000000000000000000000,128,15,comb:-2*row0;-1*row6,comb:-2*row0;-1*row6,1512267000835655755368339229606583219905054569 1300494791819878632736528904586158807203815487 827082901376823967555861085520894790780562888 389000134402303541150536587623521567191850040 135304033599538252444126718834836098726786666 34804229164763775163541285159425578195818085 6620847411198445933378112397870705006776175 931441152531094337868961130250876101264810 96907535340222216302258451836757198632845 7456241367284054513059232588040175853273 424270320074688025639038737009287216298 17853592938635128483915756544168234822 555608510199542033574341431009603749 12787110942837626841820136735768163 217638768975429127705264926347630 2739431036632862138638016327126 25500269272620041780045987551 175545396314212468950440924 893705449683749510243407,4206610186231930009303250422288403463136584508,true,false,false,true,,,1.308761815563009e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
78,0.00390625000000000000000000000000,128,15,comb:-2*row0;-1*row6;1*row2,comb:-2*row0;-1*row6;1*row2,575469656422482845683314261762444100377860209 494883040239760604692488132946735883902980803 314733517841242503592461458687961155725986461 148027943193293820140322107019670915686627794 51487842877663958023421664072382614867632835 13244207397521977704292213079655086517952217 2519460374948771031428584093910390554275743 354445425132358199411247236206159734855748 36876653419119180283178301848819593560346 2837356535230224065704105633154122615542 161449463083384991908957008282595230590 6793906756297569123841879520921751626 211428165987392997492637520470126568 4865935933829603127859410143858237 82819044214608999646648783385460 1042447819447935895668188022854 9703730352435432282990287980 66801066774363085410521646 340085691077179688486196,1600759996241749001338177746562247880276018855,true,false,false,true,,,1.3745433703272674e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
79,0.00390625000000000000000000000000,128,15,comb:-2*row0;-1*row6;2*row2,comb:-2*row0;-1*row6;2*row2,361327687990690064001710706081695019149334151 310728711340357423351552638692687039397853881 197615865694338960370938168144972479328589966 92944248015715900869892373584179735818594452 32328347844210336397283390690070868991520996 8315814369719819754956859000115405159913651 1581926661300903870520944210049923898224689 222550302266377939046466657838556631553314 23154228501983855735901848139118011512153 1781528296823606381651021321731930622189 101371393907918041821124720444096755118 4265779426039990236231997502324731570 132752178224756038589066390069350613 3055239075178420586101316448051689 52000680546211128411967359576710 654535397736990347301640281418 6092808567749177214065411591 41943262765486298129397632 213534067529390133271015,1005090193748432006626894929163907702584546798,true,false,false,true,,,1.6804017715248621e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
80,0.00390625000000000000000000000000,128,15,comb:-2*row0;-2*row2,comb:-2*row0;-2*row2,2658046023918834118692436734230626257446627018 2285823210196227912557054760758867419895953822 1453727692425414458684519842594875628232832014 683728640498386350899764348548806946366724256 237818023094267737961880529761510611510599848 61173881924184003903493786047325715250321966 11637175926330907395314142774427801208004768 1637153657807486854200370068141666815856318 170330165808362002501444437119882119797202 13105511598637552879730122512185189268776 745721513937769679642989324553218752322 31380484859473356139466559937749227836 976568946208099650496924228605450906 22475349511850032436038223358242520 382534211356898080004723519116560 4814978949284857997979211231504 44820715727773358295480024814 308548518503946767128699362 1570827251916370071494078,7393776015420290463788172411200285192378225890,true,false,false,true,,,1.5739972788207125e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
81,0.00390625000000000000000000000000,128,15,comb:-2*row0;-1*row2,comb:-2*row0;-1*row2,1721248679505661209007411766386487137919432658 1480211458616109884513013989119444496595119138 941378308889832994721120215761941993178255587 442756449289376629889549867944956294861502010 154001832372393443541175474999057127651446017 39613860156942206444244713967555223572456098 7535788890081232493364614470467486755504336 1060157930408750715742656174096950449447256 110299283887258966482364287131944514724703 8486626766583722432374995557299136031045 482900656946466645912907595826526766614 20320798677135796779392682914502744640 632388601995950614415220318065973725 14554174502842008722077496766332594 247714486596077951946107376154390 3117995732099931755009382927232 29024176807588748798424325243 199804188964097383588780084 1017207493309800249736867,4787925825430109455823099735474129609517660237,true,false,false,true,,,1.1930976326030749e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
82,0.00390625000000000000000000000000,128,15,comb:-2*row0,comb:-2*row0,784451335092488299322386798542348018392238298 674599707035991856468973217480021573294284454 429028925354251530757720588929008358123679160 201784258080366908879335387341105643356279764 70185641650519149120470420236603643792292186 18053838389700408984995641887784731894590230 3434401853831557591415086166507172303003904 483162203010014577284942280052234083038194 50268401966155930463284137144006909652204 3867741934529891985019868602413082793314 220079799955163612182825867099834780906 9261112494798237419318805891256261444 288208257783801578333516407526496544 6632999493833985008116770174422668 112894761835257823887491233192220 1421012514915005512039554622960 13227637887404139301368625672 91059859424248000048860806 463587734703230427979656,2182075635439928447858027059747974026657094584,true,false,false,true,,,1.0617745231024834e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
83,0.00390625000000000000000000000000,128,15,comb:-2*row0;1*row2,comb:-2*row0;1*row2,152346009320684610362638169301791101134956062 131012044544126171575067554159401350006550230 83320458181329933205679037903925276930897267 39187933128642812130879093262745008148942482 13630549071355145300234634525849840066861645 3506183377541388474253430191985759783275638 666985182418117310534442137453142149496528 93833524388721561172771613992482283370868 9762479954947105555796012843930695420295 751142897523938462335258352472970444417 42741057036139421547255861626857204802 1798573687539321940755071131990221752 55972086428347457748187503012980637 1288175515174038705843956417487258 21924962925562304171124909769950 275970702269920730930273681312 2568901032780470195687073899 17684470115601383491058472 90032023903339393777555,423774554550252560107045615978181556203471069,true,false,false,true,,,1.260601826388627e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
84,0.00390625000000000000000000000000,128,15,comb:-2*row0;2*row2,comb:-2*row0;2*row2,1089143353733857520047663137145930220662150422 936623796124244199619108325798824273307384914 595669841716911397169078664736858911985473694 280160124337652533141093573866595659654164728 97446739793229439720939689288303323926015476 25066205144783185933502502271756251461141506 4768372218667792212483970441413456601996960 670829251787457699630485508037198649779930 69793361876050141574876162831868300492794 5370027729577768909690385307359023682148 305561914027442455277337590353549190510 12858259869876881300828948155236704948 400152430640496493829891413552457818 9209350524182062419804683009397184 156744687686382432229741052732120 1972953919454846973900101985584 18365439952965079692742773470 126428799655450767030977750 643651782509909215534766,3029624744540433568072118291704337139064036722,true,false,false,true,,,1.6759288294189488e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
85,0.00390625000000000000000000000000,128,15,comb:-2*row0;1*row6;-2*row2,comb:-2*row0;1*row6;-2*row2,1930230358175666662646484303166391055933810747 1659928125412341136289499073652730185986422789 1055673716402842021886379346002989195575948286 496512764176449718628563148266391022531153980 172699631145248634638224231163278156576105368 44423491149120637724948142775684868949094111 8450730368964019053351116543064268504232497 1188874708286407093616351217943024797629702 123691032434295716662470122427131830816561 9517012165883390351690758526558096208817 541530993818245266186776454643766316930 22788004415636465074869609284837254458 709168693792359195256099205122343701 16321238062846390602334856796897025 277790204216726776186949825961150 3496560427567001371380749527338 32548084342557455816802662935 224062981613982298227119244 1140709536935850989230327,5369241464628288902342949048659855755898735966,true,false,false,true,,,1.438379990207711e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
86,0.00390625000000000000000000000000,128,15,comb:-2*row0;1*row6;-1*row2,comb:-2*row0;1*row6;-1*row2,993433013762493752961459335322251936406616387 854316373832223108245458302013307262685588105 543324332867260557922979719170055560521371859 255540572967439997618348667662540371025931734 88883440423374340217519176400824672716951537 22863469381878840265699070695914377271228243 4349343332714344151401588239103954051732065 611878980887670955158637323898308431220640 63660150513192680643389972439194225744062 4898127333829559904335631571672042971086 278710136826942232456694725917074331222 11728318233298905714795732261590771262 364988349580210159174395294582866520 8400063053838366888374130204987099 142970479455906648128333682998980 1799577210382075128410921223066 16751545422372846319746963364 115318652074132914687199966 587089778329281167473116,2763391274638107894377876372933700173038170313,true,false,false,true,,,1.1402593403116519e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
87,0.00390625000000000000000000000000,128,15,comb:-2*row0;1*row6,comb:-2*row0;1*row6,56635669349320843276434367478112816879422027 48704622252105080201417530373884339384753421 30974949331679093959580092337121925466795432 14568381758430276608134187058689719520709488 5067249701500045796814121638371188857797706 1303447614637042806449998616143885593362375 247956296464669249452059935143639599231633 34883253488934816700923429853592064811578 3629268592089644624309822451256620671563 279242501775729456980504616785989733355 15889279835639198726612997190382345514 668632050961346354721855238344288066 20808005368061123092691384043389339 478888044830343174413403613077173 8150754695086520069717540036810 102593993197148885441092918794 955006502188236822691263793 6574322534283531147280688 33470019722711345715905,157541084647926886412803697207544590177604660,true,false,false,true,,,1.1354798016276572e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
88,0.00390625000000000000000000000000,128,15,comb:-2*row0;1*row6;1*row2,comb:-2*row0;1*row6;1*row2,880161675063852066408590600366026302647772333 756907129328012947842623241265538583916081263 481374434203902370003819534495811709587780995 226403809450579444402080293545160931984512758 78748941020374248623890933124082295001356125 20256574152604754652799073463626606084503493 3853430739785005652497468368816674853268799 542112473909801321756790464191124301597484 56401613329013391394770327536680984400936 4339642330278100990374622338100063504376 246931577155663835003468731536309640194 10391054131376213005352021784902195130 323372338844087912989012526496087842 7442286964177680539547322978832753 126668970065733607988898602925360 1594389223987777357528735385478 14841532417996372674364435778 102170007005565852392638590 520149738883858476041306,2448309105342254121552268978518610992682960993,true,false,false,true,,,1.4269919573842014e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
89,0.00390625000000000000000000000000,128,15,comb:-2*row0;1*row6;2*row2,comb:-2*row0;1*row6;2*row2,1816959019477024976093615568210165422174966693 1562518880908130975886664012904961507216915947 993723817739483833967219161328745344642357422 467376000659589165412294774149011583489735004 162565131742248543044595987886535778860509956 41816595919846552112048145543397097762369361 7954817776034680554446996672776989305769231 1119108201308537460214504358235840668006546 116432495250116427413850477524618589473435 8958527162331931437729749292986116742107 509752434146966868733550460263001625902 21450740313713772365425898808148678326 667552683056236949070716437035565023 15363461973185704253508049570742679 261488694826553736047514745887530 3291372441172703600498563689750 30638071338180982171420135349 210914336545415235932557868 1073769497490428297798517,5054159295332435129517341654244766575543526646,true,false,false,true,,,1.8817987041053027e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
90,0.00390625000000000000000000000000,128,15,comb:-2*row0;2*row6;-2*row2,comb:-2*row0;2*row6;-2*row2,1202414692432499206600531872102155854420994476 1034033040628454360021943386546592952076891756 657619740380269585088238849411102762919064558 309296887854513086357361947983975098695583704 107581239196229531314567932565045701641610888 27673100374057271546402499504044022647866256 5264284811597130711388090311700735800460226 740595758765327333032332367744382779403086 77051899060229430823495807734381541835920 5928512733129227823651394540931003148858 337340473698720852730563584734313881538 14195523971799574010272658631925281080 441768441376618740015274181639236496 10167126613842748768631490235551530 173046197076555472369176132805740 2178141905849144744782287823172 20275452957341553338125301056 139577444724017829325539126 710591821955331906966576,3344706913836287340897725686119426319419246042,true,false,false,true,,,1.551724251497674e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
91,0.00390625000000000000000000000000,128,15,comb:-2*row0;2*row6;-1*row2,comb:-2*row0;2*row6;-1*row2,265617348019326296915506904258016734893800116 228421289048336331977902614907170028776057072 145270356844688121124839222578169127864488131 68324696645503365347147467380124447190361458 23765048474355236893862877802592217782457057 6113078606815474087153427424273530970000388 1162897775347455809438562007740421347959794 163600031366591194574618473699666412994024 17021017139126394804415657746443936763421 1309627901075397376296267586044949911127 74519616707417819000481856007621895830 3135837789462014650198781608678797884 97588097164469703933570271099759315 2245951604834725054670763643641604 38226472315735344310559989843570 481158688664218501812459518900 4478914037156943841069601485 30833115184168445785619848 156972063348762085209365,738856723846106332932653010393270736558680389,true,false,false,true,,,1.3872066750754988e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
92,0.00390625000000000000000000000000,128,15,comb:-2*row0;2*row6,comb:-2*row0;2*row6,671179996393846612769518063586122384633394244 577190462531781696066138156732252894524777612 367079026690893342838560404254764507190088296 172647494563506355663067013223726204314860788 60051142247519057526842176959861266076696774 15446943160426323372095644655496960707865480 2938489260902219092510966296219893104540638 413395696032144943883095420345049953415038 43009864781976641214664492241493668309078 3309256930978433071058859368841103326604 188301240283885214729599872719070089878 7923848392875544709875095414567685312 246592247047679332148133639439717866 5675223404173298659289962948268322 96593252445084783748056153118600 1215824528520707741157368785372 11317624883027665655986098086 77911214355680937754299430 396647695257807736547846,1866993466144074675032419665332884846301885264,true,false,false,true,,,1.4828031615357503e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
93,0.00390625000000000000000000000000,128,15,comb:-2*row0;2*row6;1*row2,comb:-2*row0;2*row6;1*row2,1607977340807019522454543031430261504160588604 1382802214111899724110178928371675817825612296 879428410226474806801960031087698142244664723 413619685772516076673281493827576855820083034 143867332969393351947547231722314749935850605 37006964927668120831344716735267452385731348 7039876297151893994460494600180207557041070 990391423430881082340809314389766319824100 103040746703079677233744642229431273381577 7928141763032263518413986323727156564335 451122097275188248459681601445762075586 18983534575213104069948972437814168508 590772591259828368229837549979195047 13596398413181322373250689540178248 231412977205904911806672296080770 2912807745705633984127197089644 27114163803212275153041797657 186655543895530321294218708 950267453864377558305057,4472843656134255682997492341059040429162450917,true,false,false,true,,,1.7974806597416293e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
94,0.00390625000000000000000000000000,128,15,comb:-2*row0;2*row6;2*row2,comb:-2*row0;2*row6;2*row2,2544774685220192432139567999274400623687782964 2188413965692017752154219700011098741126446980 1391777793762056270765359657920631777299241150 654591876981525797683495974431427507325305280 227683523691267646368252286484768233795004436 58566986694909918290593788815037944063597216 11141263333401568896410022904140522009541502 1567387150829617220798523208434482686233162 163071628624182713252824792217368878454076 12547026595086093965769113278613209802066 713942954266491282189763330172454061294 30043220757550663430022849461060651704 934952935471977404311541460518672228 21517573422189346087211416132088174 366232701966725039865288439042940 4609790962890560227097025393916 42910702723396884650097497228 295399873435379704834137986 1503887212470947380062268,7078693846124436690962565016785196012023016570,true,false,false,true,,,2.240767028994398e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
95,0.00390625000000000000000000000000,128,15,comb:-2*row0;1*row5;-2*row6;-2*row2,comb:-2*row0;1*row5;-2*row6;-2*row2,3815074620899249558799351989505970964143698191 3280825854258560785579463877708525662993343930 2086525054556385504956058960634279446000753651 981350872210101658116977210872033646573117451 341338523161357235017481005894830392020929144 87802439194321605241974184848640838332037025 16702756135888659001222589342922844052802696 2349795042752969590210070853609202580671222 244473679876690467588653710348669804098516 18810247920443694485614175392116819196428 1070328804122100967534888708076783718055 45040187529328379023495445755163102109 1401662487673543977793908379274710443 32258709874437336959407845096645892 549048642589634619771959166219164 6910905162769945439566357039668 64330855645406028448156277823 442857501964915081424213630 2254597222424186251062476,10612234316189883983765862179842603080993637514,true,false,false,true,,,2.304727849741818e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
96,0.00390625000000000000000000000000,128,15,comb:-2*row0;1*row5;-2*row6;-1*row2,comb:-2*row0;1*row5;-2*row6;-1*row2,2878277276486076649114327021661831844616503831 2475214102678442757535423106069102739692509246 1574175671020804040992659333801345810946177224 740378681001091937106762730268182995067895205 257522332439482940596775951132376908161775313 66242417427079807782725112768870346654171157 12601369099638984099273061038962529600302264 1772799315354233451752356959564486214262160 184442797955587431569573560360732199026017 14191363088389864038259048437230765958697 807507947130797933804806979350091732347 33980501346990819663421568731916618913 1057482143461394941712204468735233262 24337534865429313245447118504735966 414228917828814491713343023256994 5213921945585019196596528735396 48534316725221418951100578252 334113172425065697884294352 1700977463817616429305265,8006384126199702975800789504116447498133071861,true,false,false,true,,,2.0100338216238565e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
97,0.00390625000000000000000000000000,128,15,comb:-2*row0;1*row5;-2*row6,comb:-2*row0;1*row5;-2*row6,1941479932072903739429302053817692725089309471 1669602351098324729491382334429679816391674562 1061826287485222577029259706968412175891600797 499406489792082216096548249664332343562672959 173706141717608646176070896369923424302621482 44682395659838010323476040689099854976305289 8499982063389309197323532735002215147801832 1195803587955497313294643065519769847853098 124411916034484395550493410372794593953518 9572478256336033590903921482344712720966 544687090139494900074725250623399746639 22920815164653260303347691708670135717 713301799249245905630500558195756081 16416359856421289531486391912826040 279409193067994363654726880294824 3516938728400092953626700431124 32737777805036809454044878681 225368842885216314344375074 1147357705211046607548054,5400533936209521967835716828390291915272506208,true,false,false,true,,,1.8779164296012898e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
98,0.00390625000000000000000000000000,128,15,comb:-2*row0;1*row5;-2*row6;1*row2,comb:-2*row0;1*row5;-2*row6;1*row2,1004682587659730829744277085973553605562115111 863990599518206701447341562790256893090839878 549476903949641113065860080135478540837024370 258434298583072495086333769060481692057450713 89889950995734351755365841607469940443467651 23122373892596212864226968609329363298439421 4398595027139634295374004431041900695301400 618807860556761174836929171475053481444036 64381034113381359531413260384856988881019 4953593424282203143548794527458659483235 281866233148191866344643521896707760931 11861128982315700943273814685423652521 369121455037096869548796647656278900 8495184847413265817525665320916114 144589468307174235596110737332654 1819955511215166710656872126852 16941238884852199956989179110 116624513345366930804455796 593737946604476785790843,2794683746219340959870644152664136332411940555,true,false,false,true,,,1.9418478104268363e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
99,0.00390625000000000000000000000000,128,15,comb:-2*row0;1*row5;-2*row6;2*row2,comb:-2*row0;1*row5;-2*row6;2*row2,67885243246557920059252118129414486034920751 58378847938088673403300791150833969790005194 37127520414059649102460453302544905782447943 17462107374062774076119288456631040552228467 6073760273860057334660786845016456584313820 1562352125354415404977896529558871620573553 297207990889959393424476127081586242800968 41812133158025036379215277430337115034974 4350152192278323512333110396919383808520 334708592228372696193667572572606245504 19045376156888832614561793170015775223 801442799978141583199937662177169325 24941110824947833467092737116801719 574009838405242103564938729006188 9769743546354107537494594370484 122972294030240467687043822580 1144699964667590459933479539 7880183805517547264536518 40118187997906964033632,188833556229159951905571476937980749551374902,true,false,false,true,,,2.184684043735142e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
100,0.00390625000000000000000000000000,128,15,comb:-2*row0;1*row5;-1*row6;-2*row2,comb:-2*row0;1*row5;-1*row6;-2*row2,3087258955156082102753399558441735762630881920 2654930769474674009311908190602388429083812897 1688471078533813068157918464042393013343869923 794134995888165025845776010589617722737547175 276220131212338131693824707296597937086434664 71052048419258239063428541576999992030809170 13516310578521770659259563111559311349030425 1901516093231889829626052003410560562444606 197834546502624181749679395655919515117875 15221748487689531957574811406489726136469 866138284002576554078675838167331282663 36447707085491487958898495102251128731 1134262235257803522553083355791603238 26104598425433695125704478535300397 444304635449463315954185473063754 5592486641052088812967895335502 52058224260190125969478915944 358371965074950612522633512 1824479507443667168798725,8587699765397882422320638817302173644514147590,true,false,false,true,,,1.855803168817317e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
101,0.00390625000000000000000000000000,128,15,comb:-2*row0;1*row5;-1*row6;-1*row2,comb:-2*row0;1*row5;-1*row6;-1*row2,2150461610742909193068374590597596643103687560 1849319017894555981267867418962965505782978213 1176121694998231604194518837209459378289293496 553162804679155304835561529985767071232324929 192403940490463837273119652534144453227280833 49492026652016441604179469497229500352943302 9414923542272095757310034807598996896529993 1324520365833153691168338109365844196035544 137803664581521145730599245667981910045376 10602863655635701510219684451603672898738 603317427011273520348594109440639296955 25388020903153928598824618079004645535 790081891045654486471379445252126057 18183423416425671411743751943390471 309484910688643187895569330101584 3895503423867162569998067031230 36261685340005516472423216373 249627635535101228982714234 1270859748837097347041514,5981849575407701414355566141576018061653581937,true,false,false,true,,,1.5677087560636478e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
102,0.00390625000000000000000000000000,128,15,comb:-2*row0;1*row5;-1*row6,comb:-2*row0;1*row5;-1*row6,1213664266329736283383349622753457523576493200 1043707266314437953223826647323542582482143529 663772311462650140231119210376525743234717069 312190613470145583825347049381916419727102683 108587749768589542852414597771690969368127002 27932004884774644144930397417459008675077434 5313536506022420855360506503638682444029561 747524638434417552710624215321127829626482 77772782660418109711519095680044304972877 5983978823581871062864557496717619661007 340496570019970486618512380713947311247 14328334720816369238750741055758162339 445901546833505450389675534712648876 10262248407417647697783025351480545 174665185927823059836953187139414 2198520206682236327028238726958 20465146419820906975367516802 140883305995251845442794956 717239990230527525284303,3375999385417520406390493465849862478793016284,true,false,false,true,,,1.4930789450271063e+46,e443f5ed807a4c1c70bde82f18b6baba51d9983eb1bcf7b41400279287354b7e,2633a381c0949b56e95f3ce6207cea326c96f2cbfda63a903aea2a1ac0701d64,eps0p00390625000000_p128_b15,,,,,,,false,q_not_less_than_2^72;pmf_invalid
