parameter_set,epsilon,solver,embedding_precision,block_size,q,q_bits,power2_ceiling,absolute_gap,relative_gap,acceptance_ratio,expected_attempts,SD,RD,log2_renyi_minus_one,exact_linf_svp,heuristic_bkz,global_svp_certified,interval_post_verified,selected,status
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,39933958412144432565928858964,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,8017904586461929649831572703,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,6177757867120101134968067413,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,20373420320702131919767707529,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,34569082774284162704567347645,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,48764745227866193489366987761,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,812882229259831273606556094,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,15008544682841862058406196210,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,29204207136423892843205836326,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,43399869590005923628005476442,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,57595532043587954412805116558,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,28457772712293024533957066641,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,14262110258710993749157426525,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,66447805128962964357786409,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,14129214648453067820441853707,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,28324877102035098605241493823,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,19626985896571263610518937844,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,5431323442989232825719297728,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,8764339010592797959080342388,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,22960001464174828743879982504,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,37155663917756859528679622620,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,10796199080849502687080809047,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,3399463372732528097718831069,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,17595125826314558882518471185,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,31790788279896589667318111301,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,45986450733478620452117751417,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,1965412265127741763642680250,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,12230250188454289021156959866,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,26425912642036319805956599982,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,40621575095618350590756240098,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,54817237549200381375555880214,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,6865374550594019159795448547,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,21061037004176049944595088663,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,35256699457758080729394728779,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,49452361911340111514194368895,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,63648024364922142298994009011,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,22405280390958836647768174188,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,8209617937376805862968534072,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,5986044516205224921831106044,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,20181706969787255706630746160,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,34377369423369286491430386276,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,13574493575237075724330045391,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,621168878344955060469594725,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,14816831331926985845269234841,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,29012493785509016630068874957,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,43208156239091047414868515073,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,4743706759515314800891916594,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,9451955694066715983907723522,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,23647618147648746768707363638,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,37843280601230777553507003754,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,52038943054812808338306643870,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,4087080056206446122546212203,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,18282742509788476907345852319,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,32478404963370507692145492435,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,46674067416952538476945132551,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,60869729870534569261744772667,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,12917866871928207045984341000,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,27113529325510237830783981116,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,41309191779092268615583621232,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,55504854232674299400383261348,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,10,69700516686256330185182901464,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0312500000000000000000000000000,falcon-epsilon-bkz,128,15,19343788561325686081405468462,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,28108274191681890560814,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,9249660407986748920289,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,14162267844955018932298,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,23676535967022522061877,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,42199943840399780458156,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,51641781800934565083972,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,18858119305521045999085,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,4697003161688185864598,72,4722366482869645213696,25363321181459349098,0.0053708921731222338508811525812497444931636891851667,0.99462910782687776614911884741875025550683631081483,1.0053998944238188086851079583721286382461316935151,3.0766629167207091107920738549200456445445858548139e-23,1.0000000000000000000000003881634739800729250804989,-81.091538004743161668185080064928648488729151158799,false,true,false,true,false,passed
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,4577406107916606779791,72,4722366482869645213696,144960374953038433905,0.030696553407890150944211426543330178962065701853135,0.96930344659210984905578857345666982103793429814687,1.0316686725047904328275778785613021304936310293126,3.4157407157282583225632351557962334345572017486221e-23,1.0000000000000000006834970718922305394521301895922,-60.343698645534192001996685211895827026231748090547,false,true,false,true,false,renyi_requirement_failed
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,23508104576560185645443,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,18787344466759606053739,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,51712716272058097891901,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,32998118257294286506660,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,4697170488394467625664,72,4722366482869645213696,25195994475177588032,0.0053354593648281851693245328438486296818155096843839,0.99466454063517181483067546715615137031818449031562,1.0053640791913835324364111667118648894155094553287,3.2150810337303390558571342522228040317734348576488e-23,1.0000000000000000000000004256014796204388585116371,-80.958699205749657848207149269401087685263539546171,false,true,false,true,false,passed
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,32949613935171886594049,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,28180857839711759576551,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,32782013259951653610112,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,18691343276639876500086,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,33069545662071280951243,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,27940662691594387703915,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,55785339832803612826806,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,46535679424816863906517,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,37286019016830114986228,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,28036358608843366065939,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,18786698200856617145650,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,51088336671115426962208,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,41838676263128678041919,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,32589015855141929121630,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,23339355447155180201341,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,14089695039168431281052,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,46391333509427241097610,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,37141673101440492177321,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,27892012693453743257032,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,18642352285466994336743,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,9392691877480245416454,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,41694330347739055233012,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,32444669939752306312723,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,23195009531765557392434,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,13945349123778808472145,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,4695688715792059551856,72,4722366482869645213696,26677767077585661840,0.0056492369184727815016741018366852600252059346530586,0.99435076308152721849832589816331473997479406534694,1.0056813321095722820875589226876357930687569102778,1.0791332271200407740651263834210344528741311177170e-22,1.0000000000000000000000010792558072113347571013438,-79.616237421687550369975891444758062185981135173190,false,true,false,true,true,passed
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,36997327186050869368414,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,27747666778064120448125,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,18498006370077371527836,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,9248345962090622607547,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,1314445896126312742,61,2305843009213693952,991397113087381210,0.42994996152207841117603992486806419037748128175735,0.57005003847792158882396007513193580962251871824265,1.7542319664955704667572657273446802389776483123513,3.7396417670521498762459080702180424478973091660215e-19,1.0000000000000000000977135584087081415296169494459,-63.150003138093428006289998290266350971978511464743,false,true,false,true,false,renyi_requirement_failed
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,27677065641121722265992,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,18427405233134973345703,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,9177744825148224425414,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,71915582838524494875,66,73786976294838206464,1871393456313711589,0.025362110636381037987352633777948796023338218219578,0.97463788936361896201264736622205120397666178178042,1.0260220856516680260244724610118691001023162331786,6.9729829085688064353274672623166479833509129912868e-21,1.0000000000000000000002363461311997167575794635668,-71.841516838415275529368492623278139988959768920144,false,true,false,true,false,renyi_requirement_failed
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,9321575990825273415164,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,22980062479433536401394,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,13730402071446787481105,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,4480741663460038560816,72,4722366482869645213696,241624819409606652880,0.051166045728576799200734400233092635801313008414581,0.94883395427142320079926559976690736419868699158542,1.0539251841676191249689082440725541557851032313548,7.6456242960316055464105011252106529237833944101777e-23,1.0000000000000389058012003673734107301435183391310,-44.547008038533018651499492411332955766622792850021,false,true,false,true,false,renyi_requirement_failed
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,4768918744526710359473,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,14018579152513459279762,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,18283059317745350536796,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,9033398909758601616507,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,216261498228147303782,68,295147905179352825856,78886406951205522074,0.26727754311272695440234803757051373906961089232937,0.73272245688727304559765196242948626093038910767063,1.3647732379435542952973910743093769957030595927444,1.5009256769166552410262948011311532168733895627612e-21,1.0000000000000000000002666621387717078148443887669,-71.667405084844610251307117230136647876934491748241,false,true,false,true,false,renyi_requirement_failed
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,9465921906214896224071,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,18715582314201645144360,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,13586056156057164672198,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,4336395748070415751909,72,4722366482869645213696,385970734799229461787,0.081732482262724818269140032787715977047326987303677,0.91826751773727518173085996721228402295267301269632,1.0890072671459878823185189671470775735787527259757,7.1465188273126679955064986943733416640812774083137e-23,1.0000007678915027985246732038568999025056733860257,-20.312594180650690382772593416761459445371255338100,false,true,false,true,false,renyi_requirement_failed
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,4913264659916333168380,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,14162925067903082088669,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,23412585475889831008958,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,8889052994368978807600,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,360607413617770112689,69,590295810358705651712,229688396740935539023,0.38910727928317932465392895834827013956669361505192,0.61089272071682067534607104165172986043330638494808,1.6369486263097084872477306439017373185761580726582,9.9553927909825766359937131364836113675691365947297e-22,1.0000000000000000000002812361556671838088336329144,-71.590636008585707017209203655068944766199074045449,false,true,false,true,false,renyi_requirement_failed
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,9610267821604519032978,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,18859928229591267953267,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,28109588637578016873556,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,431208550560168294822,69,590295810358705651712,159087259798537356890,0.26950430107553133560869163161399786332594885607250,0.73049569892446866439130836838600213667405114392750,1.3689334536429589192051788356753104827541058405039,9.9965052300655289442711755417729322919145956375166e-22,1.0000000000000000000002137352279258210385991561852,-71.986593374352013679727376844868150341100732136302,false,true,false,true,false,renyi_requirement_failed
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,9680868958546917215111,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,18930529366533666135400,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,28180189774520415055689,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,37429850182507163975978,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,5128211712248354159420,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,14377872120235103079709,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,23627532528221851999998,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,32877192936208600920287,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,42126853344195349840576,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,9825214873936540024018,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
falcon,0.0625000000000000000000000000000,falcon-epsilon-bkz,128,20,19074875281923288944307,0,0,0,,,,,,,false,true,false,false,false,q_not_less_than_2^72;pmf_invalid
