parameter_set,epsilon,solver,embedding_precision,block_size,q,q_bits,power2_ceiling,absolute_gap,relative_gap,acceptance_ratio,expected_attempts,SD,RD,log2_renyi_minus_one,exact_linf_svp,heuristic_bkz,global_svp_certified,interval_post_verified,selected,status
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,32962,16,65536,32574,0.49703979492187500000000000000000000000000000000000,0.50296020507812500000000000000000000000000000000000,1.9882288696074267338146957102117589952066015411686,0.000031928330326117845812013440526569586962949071631420,1.2904373380212873317119355197121040822065060207076,-1.7837011597511494792204738132399549269032061096715,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,33557,16,65536,31979,0.48796081542968750000000000000000000000000000000000,0.51203918457031250000000000000000000000000000000000,1.9529755341657478320469648657508120511368715916202,0.000038509074931430179785292167487881319814726074373456,1.2675122718586143151416586299372497506189476683538,-1.9023230196596716614683216242576998312789172078680,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,33674,16,65536,31862,0.48617553710937500000000000000000000000000000000000,0.51382446289062500000000000000000000000000000000000,1.9461899388252063906871770505434459820633129417355,0.000033207248934521700455106594932116565991149458101294,1.2630997257573761150103186542386830651112107495546,-1.9263183501793780285880132502745119946936814999859,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,34229,16,65536,31307,0.47770690917968750000000000000000000000000000000000,0.52229309082031250000000000000000000000000000000000,1.9146337900610593356510561220018113295743375500307,0.000025099855726053970057671873585314709577525997616010,1.2425797472060695082805745590028314506558486226161,-2.0434689888850521155489014249569390205292753266522,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,34269,16,65536,31267,0.47709655761718750000000000000000000000000000000000,0.52290344238281250000000000000000000000000000000000,1.9123989611602322799031194373923954594531500773294,0.000038993670711922235192672128416926122661446140469556,1.2411265326493950023215360917398456845458771771796,-2.0521376865200677118164343418039304102586533904253,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,34824,16,65536,30712,0.46862792968750000000000000000000000000000000000000,0.53137207031250000000000000000000000000000000000000,1.8819205145876407075580059728922582127268550424994,0.000021656174763117610208816631765614395724739731054546,1.2213080227615859244022583773275170585507685097311,-2.1758723428512091329454739249498030813622438085672,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,34941,16,65536,30595,0.46684265136718750000000000000000000000000000000000,0.53315734863281250000000000000000000000000000000000,1.8756189004321570647663203686213903437222746916230,0.000019270402300749286487916369265013715532555983519243,1.2172104967053502167430302663703475033939096027123,-2.2028342717688339191149866637002094735651823161683,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,35536,16,65536,30000,0.45776367187500000000000000000000000000000000000000,0.54223632812500000000000000000000000000000000000000,1.8442143178748311571364250337685727149932462854570,0.000013213385122681669545517978774560287708956136224874,1.1967905607158449725317472646045178258531420141994,-2.3452670730671020343852053301792804946057051571459,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,35653,16,65536,29883,0.45597839355468750000000000000000000000000000000000,0.54402160644531250000000000000000000000000000000000,1.8381622864836058676689198664908983816228648360587,0.000018539265204267162353386433414467000935277437484610,1.1928554772491075626332314092515806061130862105707,-2.3744079746509827994762273847859454327913633151932,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,36014,16,65536,29522,0.45046997070312500000000000000000000000000000000000,0.54953002929687500000000000000000000000000000000000,1.8197367690342644527128338979285833287055034153385,0.000021837170956645320866008143236877435417213275318359,1.1808752016374543114097434911445029401919164717435,-2.4669334698307453178488035446994499320507689594362,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,36248,16,65536,29288,0.44689941406250000000000000000000000000000000000000,0.55310058593750000000000000000000000000000000000000,1.8079894063120723902008386669609357757669388655926,0.000013053351525768361593125976603052603756239436756516,1.1732371872676864134372069378482718230440774692959,-2.5291794412199866453270147461436450019962334047198,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,36365,16,65536,29171,0.44511413574218750000000000000000000000000000000000,0.55488586425781250000000000000000000000000000000000,1.8021724185343049635638663550116870617351849305651,0.000025183910754714512925516560400212295900094790359966,1.1694550775099741863837798010552135439878300849906,-2.5610252288608990833762357995579436548968468015429,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,36609,16,65536,28927,0.44139099121093750000000000000000000000000000000000,0.55860900878906250000000000000000000000000000000000,1.7901608893987817203419924062389030019940451801470,0.000028773003243225568632272223723126214619185845519268,1.1616454544033915807301877472069597730857724967763,-2.6290951565658987867680872737719886905016038848814,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,36726,16,65536,28810,0.43960571289062500000000000000000000000000000000000,0.56039428710937500000000000000000000000000000000000,1.7844578772531721396286009911234547731852093884442,0.000018803852114580578950302885449463822671301793886603,1.1579375213807135980475572535906208334316556633788,-2.6625741404131733450232154667127098285403451625083,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,36960,16,65536,28576,0.43603515625000000000000000000000000000000000000000,0.56396484375000000000000000000000000000000000000000,1.7731601731601731601731601731601731601731601731602,0.000022553801050495087820624660513124728350544565160078,1.1505921503973050190982222180743486925577194553160,-2.7312815232707636935754465135365413120451517087552,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,37321,16,65536,28215,0.43052673339843750000000000000000000000000000000000,0.56947326660156250000000000000000000000000000000000,1.7560086814394040888507810616007073765440368693229,0.000025581135052442060440077559936673757864405253115133,1.1394410269093641704088563529578864117837108756448,-2.8422729955865725976017485371558558662934064341878,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,37438,16,65536,28098,0.42874145507812500000000000000000000000000000000000,0.57125854492187500000000000000000000000000000000000,1.7505208611571130936481649660772477162241572733586,0.000018974040370458080550748879920056116814140308298830,1.1358731394115800469759864705953170858597723527776,-2.8796678151458364291294530864392720896675694705850,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,38033,16,65536,27503,0.41966247558593750000000000000000000000000000000000,0.58033752441406250000000000000000000000000000000000,1.7231351720873977861330949438645386900849262482581,0.000024982976011719184104814208823945195615329330863376,1.1180687556652066862768562554153071815460756095537,-3.0823008575912008522297254827056374749465596639187,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,38150,16,65536,27386,0.41787719726562500000000000000000000000000000000000,0.58212280273437500000000000000000000000000000000000,1.7178505897771952817824377457404980340760157273919,0.000023838255616351356806254222664243378071297163752682,1.1146331292525235345427333183172107852666412583320,-3.1249040481645851759394402618957692048044634707346,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,38705,16,65536,26831,0.40940856933593750000000000000000000000000000000000,0.59059143066406250000000000000000000000000000000000,1.6932179304999354088619041467510657537785815786074,0.000022114665374747402368097416632051161523575197933220,1.0986191540463411261386029520939888638509274124924,-3.3419883122995436509633939481674394608291013846422,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,38745,16,65536,26791,0.40879821777343750000000000000000000000000000000000,0.59120178222656250000000000000000000000000000000000,1.6914698670796231771841527939088914698670796231772,0.000027942664556900433518737295664730881862767263288385,1.0974827351180509807003728636946225791035441480518,-3.3587094597855747725264681561258391509820191737854,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,39300,16,65536,26236,0.40032958984375000000000000000000000000000000000000,0.59967041015625000000000000000000000000000000000000,1.6675826972010178117048346055979643765903307888041,0.000019657997431696745841108959090118001035473788777231,1.0819538772130462629246297472000149134445037934883,-3.6090439853710934839283969726293759463477678728218,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,39417,16,65536,26119,0.39854431152343750000000000000000000000000000000000,0.60145568847656250000000000000000000000000000000000,1.6626328741405992338331176903366567724585838597559,0.000014987130368474865915549858058716394152453342846323,1.0787360910045950529213223793621931356381739210442,-3.6668311007001042762740899217798641562425514433786,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,40012,16,65536,25524,0.38946533203125000000000000000000000000000000000000,0.61053466796875000000000000000000000000000000000000,1.6379086274117764670598820353893831850444866540038,0.0000099629046247137895350115459845127011911155765637207,1.0626636078046613046594091858213487251721401583356,-3.9962283557176119822568128630838585467348815238863,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,40129,16,65536,25407,0.38768005371093750000000000000000000000000000000000,0.61231994628906250000000000000000000000000000000000,1.6331331456054225123975180044356948839991028931695,0.000015439586293211238291380819254529932679583152637880,1.0595592662484100498195491297051126471659436085391,-4.0695302092983103358753319339016743854991232592505,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,40490,16,65536,25046,0.38217163085937500000000000000000000000000000000000,0.61782836914062500000000000000000000000000000000000,1.6185724870338355149419609780192640158063719436898,0.000018332001693736127286092390427733483638221176534206,1.0500940990376634660816597065071795629272434947246,-4.3192155222924050300012943365235744059084512648709,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,40607,16,65536,24929,0.38038635253906250000000000000000000000000000000000,0.61961364746093750000000000000000000000000000000000,1.6139089319575442657669859876375994286699337552639,0.0000094636136971291422037497201615801152513149350509729,1.0470625865943531767131817962964532755840465072929,-4.4092755754535540769880450394445077072464914900519,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,40724,16,65536,24812,0.37860107421875000000000000000000000000000000000000,0.62139892578125000000000000000000000000000000000000,1.6092721736568117080836852961398683822807189863471,0.000010007618555388125568981139839056956748149644819965,1.0440485101759296093943032225309079353118171441553,-4.5047629651385924476735107806852488803557198574777,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,40841,16,65536,24695,0.37681579589843750000000000000000000000000000000000,0.62318420410156250000000000000000000000000000000000,1.6046619818319825665385274601503391200019588158958,0.000020817445374470941386840852522025045078779316949591,1.0410517198358012900009497992103958779380486982528,-4.6064135257105771851666932196571254159303975827372,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,41085,16,65536,24451,0.37309265136718750000000000000000000000000000000000,0.62690734863281250000000000000000000000000000000000,1.5951320433248144091517585493489107946939272240477,0.000022715482788198673849796895677826732313792491193644,1.0348569707818091715550329079332455795779818173809,-4.8424089911646052952686126885856487637929136649266,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,41202,16,65536,24334,0.37130737304687500000000000000000000000000000000000,0.62869262695312500000000000000000000000000000000000,1.5906023979418474831318868016115722537740886364740,0.000013818958198491273529451065896486300901682440716998,1.0319125893624042209835271315656803842492029954478,-4.9697305172671435560348474782356932514441130993973,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,41319,16,65536,24217,0.36952209472656250000000000000000000000000000000000,0.63047790527343750000000000000000000000000000000000,1.5860984050920883854885161789975556039594375468913,0.0000086596635927455749935253809846115131781127941637502,1.0289848994856636408528574822930909918291736478080,-5.1085547071564706458599475081805846251982277281840,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,41436,16,65536,24100,0.36773681640625000000000000000000000000000000000000,0.63226318359375000000000000000000000000000000000000,1.5816198474756250603340090742349647649387006467806,0.000018534145640744108999272250976527528851520565701674,1.0260737613769251501279395614732817917628042850168,-5.2612574700234028413995786531965262983413851588557,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,41797,16,65536,23739,0.36222839355468750000000000000000000000000000000000,0.63777160644531250000000000000000000000000000000000,1.5679594229250903174869009737540971840084216570567,0.000019968616788623293794870115918371773653033909935782,1.0171946658392384604838299915594201474814240234408,-5.8618951109415990079607198067173170374755527104032,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,41914,16,65536,23622,0.36044311523437500000000000000000000000000000000000,0.63955688476562500000000000000000000000000000000000,1.5635825738416758123777258195352388223505272701245,0.000012107486897421819788382581328742649196181392767243,1.0143507275740577682480186480978324069271115610568,-6.1227323071681317903082008520096903291610870169587,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,42509,16,65536,23027,0.35136413574218750000000000000000000000000000000000,0.64863586425781250000000000000000000000000000000000,1.5416970523889058787550871580135971206097532287280,0.000018308790242447274951560188790434604314666848535475,1.0014244208636650602391081759906003277737657813972,-9.4554088123645662217301405135402681264082121142700,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,42626,16,65536,22910,0.34957885742187500000000000000000000000000000000000,0.65042114257812500000000000000000000000000000000000,1.5374653967062356308356402195842912776239853610472,0.000016436869584444348125368031519206036307746604002878,1.0004628489891476657296377939444044980472675900181,-11.077170808405742249666147368146073764514937226541,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,43181,16,65536,22355,0.34111022949218750000000000000000000000000000000000,0.65888977050781250000000000000000000000000000000000,1.5177045459808712165072601375605011463375095528126,0.000022134979500630309060828051926742670302255499624244,1.0289255958452098460166157026870208108652877206101,-5.1115095117185183979221614316280911504704277354193,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,43221,16,65536,22315,0.34049987792968750000000000000000000000000000000000,0.65950012207031250000000000000000000000000000000000,1.5162999467851276000092547604173896948242752365748,0.000020005933875864609113117046352169304984576031016747,1.0000184090601831852330693495459843071929038159235,-15.729224498138304650777601253249533421679215039948,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,43776,16,65536,21760,0.33203125000000000000000000000000000000000000000000,0.66796875000000000000000000000000000000000000000000,1.4970760233918128654970760233918128654970760233918,0.000019090424378095775064427311265166263985662069687144,1.0149144008604034501331138182221616690163618887481,-6.0671501667168396911744331339703841996949777062175,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,43893,16,65536,21643,0.33024597167968750000000000000000000000000000000000,0.66975402832031250000000000000000000000000000000000,1.4930854578178752876312851707561570182033581664502,0.000018122587275639989580705290744132011196703514507845,1.0122067483767902474198063117020605524568056173949,-6.3561772421463598075963145906337429120634875012047,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,44488,16,65536,21048,0.32116699218750000000000000000000000000000000000000,0.67883300781250000000000000000000000000000000000000,1.4731163459809386800935083618054306779356230893724,0.000012514488789355646043400145869766875496779864126473,1.0007887219242240147327993998101382566477381200737,-10.308195633500145048160900748733508514444212671854,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,44605,16,65536,20931,0.31938171386718750000000000000000000000000000000000,0.68061828613281250000000000000000000000000000000000,1.4692523259724246160744311175877143817957628068602,0.000017420285301129225075283055981605732110270283466198,1.0002394848922808497272866500000778956622263333665,-12.027777732017928579713983666092107968952046118698,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,44966,16,65536,20570,0.31387329101562500000000000000000000000000000000000,0.68612670898437500000000000000000000000000000000000,1.4574567450962949784281457100920695636703286927901,0.000018060008704775946587960487568488696963823673504046,1.0000135788285625820470040393858840649393962594528,-16.168281449924145164919880041291279583015893904289,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,45200,16,65536,20336,0.31030273437500000000000000000000000000000000000000,0.68969726562500000000000000000000000000000000000000,1.4499115044247787610619469026548672566371681415929,0.000012730696452465614008057724826156641140108083090277,1.0000041514932697122595179277763110780670959784155,-17.877938209898061261865050901311115490454286082905,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,45317,16,65536,20219,0.30851745605468750000000000000000000000000000000000,0.69148254394531250000000000000000000000000000000000,1.4461681046847761325771785422689057086744488823179,0.000018836162743905990463317535704138902187701818547932,1.0000085290828874582600443212998116846288917635289,-16.839177949099369846958431719376831182363084204698,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,45561,16,65536,19975,0.30479431152343750000000000000000000000000000000000,0.69520568847656250000000000000000000000000000000000,1.4384232128355391672702530673163451197295932925089,0.000020650975240884562956359103100251001834531715060367,1.0000203415742082461276100138020615856042677361541,-15.585209142608709388504538230598231048096023445636,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,45678,16,65536,19858,0.30300903320312500000000000000000000000000000000000,0.69699096679687500000000000000000000000000000000000,1.4347388239415035684574631113446297999036735408731,0.000013433280369545012153340167510190261537407802565676,1.0000065391400263550277863059408338715827394814932,-17.222467652452695575339597222303326044901443639600,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,45912,16,65536,19624,0.29943847656250000000000000000000000000000000000000,0.70056152343750000000000000000000000000000000000000,1.4274263809025962711273741069872800139397107510019,0.000018149690671659844476194229632811951381118796736781,1.0000101184308996306908496216257576462346362512666,-16.592654890811199103565179794640420446368874654521,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,46273,16,65536,19263,0.29393005371093750000000000000000000000000000000000,0.70606994628906250000000000000000000000000000000000,1.4162902772675210165755408121366671709204071488773,0.000017743816697943260654547383098767852932849453404404,1.0000124256693431357150707153886805457039848100924,-16.296316905787024222743960819388373118616605070595,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,46390,16,65536,19146,0.29214477539062500000000000000000000000000000000000,0.70785522460937500000000000000000000000000000000000,1.4127182582453114895451605949558094416900194007329,0.000014231477961497417872015126126607419518738372315386,1.0000093891097616292399983665656949167922545722796,-16.700580195616468841434328607119259091574307357974,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,46985,16,65536,18551,0.28306579589843750000000000000000000000000000000000,0.71693420410156250000000000000000000000000000000000,1.3948281366393529849952112376290305416622326274343,0.000017707215868247410132806552858227992180180253446690,1.0000132885362030156232231349937950693899499972742,-16.199458280955845626005412561694368021075322095574,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,47102,16,65536,18434,0.28128051757812500000000000000000000000000000000000,0.71871948242187500000000000000000000000000000000000,1.3913634240584263937837034520827141098042545964078,0.000017405758919356650575266198505897308521327580571090,1.0000147878901153198885036384656022511473845701549,-16.045224246022987529403538423067107169327999356963,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,47657,16,65536,17879,0.27281188964843750000000000000000000000000000000000,0.72718811035156250000000000000000000000000000000000,1.3751599974820068405480831777073672283190297333026,0.000024672960387856554959255853051907086142879008645971,1.0255098552780766324729139649114006066827832217814,-5.2928014754753978473533004662913948527423859804195,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,47697,16,65536,17839,0.27220153808593750000000000000000000000000000000000,0.72779846191406250000000000000000000000000000000000,1.3740067509486969830387655408096945300543011090844,0.000020476453787872257530324064225699470642094570367993,1.0000178956848619507599706380547217180175085593574,-15.770028718163168459121929064933372328384038221619,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,48252,16,65536,17284,0.26373291015625000000000000000000000000000000000000,0.73626708984375000000000000000000000000000000000000,1.3582027687971483047334825499461162231617342286330,0.000021175375679087207471192379452504376322792718575800,1.0128425210479098048951457111289106942822425681589,-6.2829277516210798975494242787232945985320152303439,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,48369,16,65536,17167,0.26194763183593750000000000000000000000000000000000,0.73805236816406250000000000000000000000000000000000,1.3549174057764270503835100994438586698091752982282,0.000023691434656734213942845788315261774710646720677883,1.0103948289033698324506650995342018726456539279499,-6.5879901778306123914273493754040602199344283335594,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,48964,16,65536,16572,0.25286865234375000000000000000000000000000000000000,0.74713134765625000000000000000000000000000000000000,1.3384527407891512131361816845029000898619393840373,0.000018528324011166675776374403599438345940346100511279,1.0006223541307956947437053332085242533025077599485,-10.649976645883715771101937188246304207783455496051,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,49081,16,65536,16455,0.25108337402343750000000000000000000000000000000000,0.74891662597656250000000000000000000000000000000000,1.3352621177237627595199771805790428067887777347650,0.000022972394724614009820880000824111857832989748867902,1.0002081372032253501353129619303304969289072772570,-12.230177518697329802859357934639727377830630695377,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,49442,16,65536,16094,0.24557495117187500000000000000000000000000000000000,0.75442504882812500000000000000000000000000000000000,1.3255127219772662918166740827636422474818979814732,0.000020039429012505849980017461079787495407866029622715,1.0000121151597599151960582379091915514750727601324,-16.332827045023722104634908791866975735814918269147,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,49558,16,65536,15978,0.24380493164062500000000000000000000000000000000000,0.75619506835937500000000000000000000000000000000000,1.3224101053311271641309173090116631018200895919932,0.0000077346559368895346851998604077564921637680331747848,1.0000052926581928757633584212189374503391859430664,-17.527576083567147732826110541036057057570175538320,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,49676,16,65536,15860,0.24200439453125000000000000000000000000000000000000,0.75799560546875000000000000000000000000000000000000,1.3192688622272324663821563732989773733794991545213,0.000017891898692526937243970925261096635879394578813737,1.0000066337497041275019144295278568165771784140592,-17.201743990033060762455862808324436196880328080918,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,49680,16,65536,15856,0.24194335937500000000000000000000000000000000000000,0.75805664062500000000000000000000000000000000000000,1.3191626409017713365539452495974235104669887278583,0.000011131761338107845193064636801294650535405565799915,1.0000064756680915464116706174343939439502426567617,-17.236539526696555217832079095053035522107748053542,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,49793,16,65536,15743,0.24021911621093750000000000000000000000000000000000,0.75978088378906250000000000000000000000000000000000,1.3161689394091538971341353202257345409997389191252,0.000023338328864812020164945470180418861955522838229652,1.0000105702653102434001903223234179341687576864677,-16.529628886082458729175355367729350904250853465508,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,50037,16,65536,15499,0.23649597167968750000000000000000000000000000000000,0.76350402832031250000000000000000000000000000000000,1.3097507844195295481343805583867937726082698802886,0.000021255307368009472935562190440426456099458733416944,1.0000140149889823695481378873795022960590632630238,-16.122669864214607762469106450011220120740568467486,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,50154,16,65536,15382,0.23471069335937500000000000000000000000000000000000,0.76528930664062500000000000000000000000000000000000,1.3066953782350360888463532320453004745384216612832,0.000016396011671104652552210115490723130468525490448249,1.0000071699397666875293417147169103189143526202216,-17.089607570155181607477660356794707861885633741181,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,50276,16,65536,15260,0.23284912109375000000000000000000000000000000000000,0.76715087890625000000000000000000000000000000000000,1.3035245445142811679528999920439175749860768557562,0.000016544495618741481624938227035497044262212061766552,1.0000087901431371068362018629678048767628614294409,-16.795681911178149988072393798750994475032300275714,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,50388,16,65536,15148,0.23114013671875000000000000000000000000000000000000,0.76885986328125000000000000000000000000000000000000,1.3006271334444709057712153687385885528300388981504,0.000022471040585532835379068240744752233151410113844896,1.0000118237519831237751810372584387186921174275757,-16.367952561720195431506586968629129112465450818025,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,50749,16,65536,14787,0.22563171386718750000000000000000000000000000000000,0.77436828613281250000000000000000000000000000000000,1.2913751995113204201068001339927880352322213245581,0.000019586248796189056227582357014181172316237819298697,1.0000113615293968105628978822613014515922461649419,-16.425483422632941881471364213312143619279960146936,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,50866,16,65536,14670,0.22384643554687500000000000000000000000000000000000,0.77615356445312500000000000000000000000000000000000,1.2884048283725867966814768214524436755396532064640,0.000017890796734883864780966760338726897019081824778400,1.0000105987943128560055624179804386028897328830116,-16.525740316987623532768400877398563616800001297225,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,51461,16,65536,14075,0.21476745605468750000000000000000000000000000000000,0.78523254394531250000000000000000000000000000000000,1.2735080935077048638774994656147373739336584986689,0.000019877641683363500496709030694083678796255627302105,1.0000136175797774950278645483317227802965698107574,-16.164170155320925055289820677082152027535391898614,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,51578,16,65536,13958,0.21298217773437500000000000000000000000000000000000,0.78701782226562500000000000000000000000000000000000,1.2706192562720539765016092132304470898445073480941,0.000020796493868322069236791111531128267583021076453367,1.0000156606468888333494627007952952377798354977443,-15.962496667680359738954864216107994614415736482897,false,true,false,true,false,renyi_requirement_failed
falcon,0.500000000000000000000000000000,falcon-epsilon-bkz,128,10,52173,16,65536,13363,0.20390319824218750000000000000000000000000000000000,0.79609680175781250000000000000000000000000000000000,1.2561286489180227320644777950280796580606827286144,0.000022432508883433069242501017727720067501970009601236,1.0000181753908868240224302884959360674156000554381,-15.747654082813621776972300768345249090694886934410,false,true,false,true,false,renyi_requirement_failed
